Page URL,Page Title,ILR,Raw ILR,Unique Pageviews,Crawl Depth,HTTP Status Code,"Page (HTML) Load Time, sec",Schema.org (Microdata),Schema.org (JSON-LD),Open Graph,Twitter Cards,Microformats,Canonicalization,In sitemap,Incoming Internal Links,Outgoing Internal Links,Outgoing External Links,AMP link,Hreflang Links,Hreflang Issues,JS and CSS Number,"JS and CSS Size, KB",Issues,Description,Blocked AI search bots
http://www.lagomnaturals.com,,-,0.00912476011248034,n/a,2,301,0.028,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://lagomnaturals.com,MN's Only THC Seltzer with Electrolytes,86,0.018223323905051374,n/a,1,200,0.036,0,1,1,1,1,Self-canonical,0,40,35,12,0,-,-,129,682,22,"minnesota's only thc seltzer with hydrating electrolytes. zero sugar, zero calories, hemp-derived, and brewed in minneapolis. shop online today.",
https://lagomnaturals.com/,MN's Only THC Seltzer with Electrolytes,97,0.03597700944889301,n/a,0,200,0.061,0,1,1,1,1,Self-canonical,1,41,35,12,0,-,-,129,682,23,"minnesota's only thc seltzer with hydrating electrolytes. zero sugar, zero calories, hemp-derived, and brewed in minneapolis. shop online today.",
https://lagomnaturals.com/about-us/,ABOUT US - Lagom Naturals,81,0.018053570638890723,n/a,1,200,0.852,0,1,1,1,1,Self-canonical,1,40,19,6,0,-,-,125,649,19,"abou us inspired by the swedish concept “lagom”, meaning “just the right amount”, we thought “dope, that fits.” four friends with a shared vision planted the seeds of lagom naturals, rooted in the belief that everyone deserves access to high-quality, th...",
https://lagomnaturals.com/author/shapon/,shapon - Lagom Naturals,78,0.013900738394713747,n/a,2,200,0.641,0,1,0,0,1,Self-canonical,0,14,20,6,0,-,-,118,667,1,-,
https://lagomnaturals.com/cart/,Cart - Lagom Naturals,95,0.03135348505906828,n/a,1,200,0.663,0,1,1,1,1,Self-canonical,0,41,20,6,0,-,-,121,645,1,add $30.01 to cart and get free shipping! product price quantity total start stacking lagoms with every purchase! you’ll receive 10 lagoms on this order. keep stacking and saving! mainstreet hooded sweatshirt select color: black select size: l category:...,
https://lagomnaturals.com/checkout/,,-,0.013444294158873622,n/a,1,302,0.417,0,0,0,0,0,-,0,26,1,0,0,-,-,0,0,0,-,
https://lagomnaturals.com/contact/,Contact - Lagom Naturals,81,0.018053570638890723,n/a,1,200,0.036,0,1,1,1,1,Self-canonical,1,40,19,6,0,-,-,121,641,17,"get in touch how can we help?let us know what’s on your mind! customer satisfaction is our top priority, and we’re here to help. lagom naturals 707 n 3rd stminneapolis, mn 55401 support(612)-930-7643 send an emailadmin@lagomnaturals.com",
https://lagomnaturals.com/elementskit_content-sitemap.xml,,-,-,n/a,0,200,0.03,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,1,-,
https://lagomnaturals.com/faq/,FAQs - Lagom Naturals,84,0.018067397118717014,n/a,1,200,0.035,0,1,1,1,1,Self-canonical,1,40,20,6,0,-,-,121,641,19,"still have questions? contact us shipping policy - frequently asked questions processing time all orders are processed within 24 hours, monday through saturday. orders placed before 3:00 pm (cst) are typically processed the same day. orders placed after...",
https://lagomnaturals.com/find-lagom-near-you,,-,0.01842022740663595,n/a,1,301,0.434,0,0,0,0,0,-,0,41,1,0,0,-,-,0,0,0,-,
https://lagomnaturals.com/find-lagom-near-you/,FIND LAGOM NEAR YOU - Lagom Naturals,92,0.028068857943679765,n/a,1,200,0.062,0,1,1,1,1,Self-canonical,1,3,20,6,0,-,-,123,775,18,find lagom near you,
https://lagomnaturals.com/home_slider-sitemap.xml,,-,-,n/a,0,200,0.029,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,4,-,
https://lagomnaturals.com/lab-certificates/,Lab Certificates - Lagom Naturals,89,0.018231276562289168,n/a,1,200,0.63,0,1,1,1,0,Self-canonical,1,40,18,31,0,-,-,117,639,17,product certificates product certificates product type product name certificate link blncd 5mg thc sparkling water - blood orange cardamom view certificate 5mg thc sparkling water - strawberry basil view certificate 5mg thc sparkling water - yuzu ginger...,
https://lagomnaturals.com/lab_certificates-sitemap.xml,,-,-,n/a,0,200,0.546,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,18,-,
https://lagomnaturals.com/llms.txt,,-,-,n/a,0,404,1.233,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,1,-,
https://lagomnaturals.com/my-account/,My account - Lagom Naturals,84,0.018067397118717014,n/a,1,200,0.618,0,1,1,1,1,Self-canonical,0,40,20,6,0,-,-,119,658,1,-,
https://lagomnaturals.com/my-account/lost-password/,My account - Lagom Naturals,27,0.009477590400399277,n/a,2,200,0.747,0,1,1,1,1,Canonical to other page,0,2,20,6,0,-,-,123,659,1,-,
https://lagomnaturals.com/my-account/points/,My account - Lagom Naturals,84,0.018067397118717014,n/a,1,200,0.639,0,1,1,1,1,Canonical to other page,0,40,20,6,0,-,-,119,658,1,-,
https://lagomnaturals.com/page-sitemap.xml,,-,-,n/a,0,200,0.029,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,16,-,
https://lagomnaturals.com/porto_builder-sitemap.xml,,-,-,n/a,0,200,0.031,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,16,-,
https://lagomnaturals.com/post-sitemap.xml,,-,-,n/a,0,200,0.029,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,0,-,
https://lagomnaturals.com/privacy-policy/,Privacy Policy - Lagom Naturals,84,0.018067397118717014,n/a,1,200,0.617,0,1,1,1,1,Self-canonical,1,40,19,7,0,-,-,117,656,19,"privacy policy your privacy is very important to us. this privacy policy (""privacy policy"") describes how lagom naturals (together with our affiliates, ""we"", ""us"" or ""our"") collects and uses the personal information you provide to us on our web properti...",
https://lagomnaturals.com/product-category/apparel-line/,Apparel Line - Lagom Naturals,73,0.012004034813613,n/a,1,200,0.802,0,1,1,1,1,Self-canonical,0,20,33,6,0,-,-,131,696,26,-,
https://lagomnaturals.com/product-category/apparel-line/?gridcookie=list,Apparel Line - Lagom Naturals,11,0.008926718556120337,n/a,2,200,0.719,0,1,1,1,1,Canonical to other page,0,1,33,6,0,-,-,131,696,27,-,
https://lagomnaturals.com/product-category/apparel-line/page/2/,Apparel Line - Lagom Naturals - Page 2,22,0.009070048780074755,n/a,2,200,0.645,0,1,1,1,1,Self-canonical,0,2,24,6,0,-,-,131,696,1,- page 2,
https://lagomnaturals.com/product-category/apparel-line/page/2/?gridcookie=list,Apparel Line - Lagom Naturals - Page 2,3,0.00888640333847264,n/a,3,200,0.702,0,1,1,1,1,Canonical to other page,0,1,25,6,0,-,-,131,696,1,- page 2,
https://lagomnaturals.com/product-category/thc-beverages/,THC Beverages - Lagom Naturals,70,0.011688790435715836,n/a,1,200,0.66,0,1,1,1,1,Self-canonical,0,17,24,6,0,-,-,131,696,22,-,
https://lagomnaturals.com/product-category/thc-beverages/?filterbypacksize=4-pack,THC Beverages - Lagom Naturals,16,0.008967722416415237,n/a,2,200,0.71,0,1,1,1,1,Canonical to other page,0,1,24,6,0,-,-,131,696,1,-,
https://lagomnaturals.com/product-category/thc-beverages/?filterbypacksize=single,THC Beverages - Lagom Naturals,16,0.008967722416415237,n/a,2,200,0.632,0,1,1,1,1,Canonical to other page,0,1,24,6,0,-,-,131,696,1,-,
https://lagomnaturals.com/product-category/thc-beverages/?gridcookie=list,THC Beverages - Lagom Naturals,16,0.008967722416415237,n/a,2,200,0.74,0,1,1,1,1,Canonical to other page,0,1,24,6,0,-,-,131,696,23,-,
https://lagomnaturals.com/product-category/thc-beverages/?gridcookie=list&filterbypacksize=4-pack,THC Beverages - Lagom Naturals,8,0.008921432462848676,n/a,3,200,0.6,0,1,1,1,1,Canonical to other page,0,1,25,6,0,-,-,131,696,1,-,
https://lagomnaturals.com/product-category/thc-beverages/?gridcookie=list&filterbypacksize=single,THC Beverages - Lagom Naturals,8,0.008921432462848676,n/a,3,200,0.666,0,1,1,1,1,Canonical to other page,0,1,25,6,0,-,-,131,696,1,-,
